"Tree Id",Address,"New Data Field","Common Name","Root Issues","Scientific Name",Condition,"Crown/Branch Issues",Status,"Tree Work-Pruning","Trunk Issues","Tree Work-PHC","Tree Work-Other","Primary ID",Targets,"Client Site","Site Factors","Main Issue - Trunk","Main Issue - Branch","Main Issue - Root",Priority,"Health Issues","Load on Branch Defect","Load on Root Defect","Load on Trunk Defect","Fall Distance/Dead-Weak Branches","Likelihood of Failure - Trunk","Likelihood of Failure - Roots","Likelihood of Impact - Roots","Likelihood of Failure - Branches","Likelihood of Impact - Trunk","Likelihood of Failure and Impact - Roots","Likelihood of Failure and Impact - Trunk","Likelihood of Impact - Crown/Branches",AB,"Tree Work-Preservation",Monitor,"Consequences - Roots","Likelihood of Failure and Impact - Branches","Consequences - Trunk",Years,"Risk Rating - Trunk","Risk Rating - Roots","Consequences - Branches",Cycle,Grove,"Risk Rating - Branches","Residence Name","Phone Number",Email,"Tag Number",Veteran/Historic/Memorial?,"Next Inspection","Last Inspection","Inspection Cycle",Notes,"Address Number","Address Street",City,Code,Cultivar,Genus,"Land Use","Land Type","Location on Site",DBH,"DBH Stem 1","DBH Stem 2","DBH Stem 3","DBH Stem 4","DBH Stem 5","DBH Stem 6",User,"Number of Stems (Multi Calc)","Last Modified User","DBH Range","Date Added","Tree Height (Estimated)","Height Range","Last Modified","TPZ Ratio","Tree Protection Zone (TPZ)","CRZ Ratio","Critical Root Zone (CRZ)","Crown Spread","Canopy Shape",Observations-Characteristics,"Pest Management Observations","Observations-Biotic Pest",Observations-Abiotic,"Observation Comments",Longitude,Latitude,Photos,"Tree Work Preservation","Overall Risk Rating","Mitigation Options","Residual Risk",Final/Preliminary?,"Inspection Interval","Sidewalk Infringement","Tree Well Rating","Well Covering",Dimensions
1943,"28 Railroad Street",,"Red maple",,"Acer rubrum",Good,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,10896,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,2176,,,,,,28,"Railroad Street",Phoenixville,ACRU,,Acer,"Park/ Vacant/ Other",Park,East,9,,,,,,,mike,,mike,6-12in,7/28/2021,,N/A,7/28/2021,,,,,,Symmetrical,"Co-dominant Limbs, Compacted Soil, Crack, Deadwood, Girdling Root, Included Bark, Weak attachments",,,"Mechanical Damage, Under Watered",,-75.514334978477,40.137529482534,16274867157514323197772902001776.jpg_pg_61017a1002d88.jpg,,,,,,,,,,
1942,"550 West High Street",,Serviceberry,,"Amelanchier  species",Good,,Alive,"Structure Prune",,"Fungicide, Mulch, Root Collar Excavate, Root zone improvement","Remove foreign object",10895,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,1893,,,,,,548,"West High Street",Phoenixville,AM,,Amelanchier,,Street,,2,,,,,,,mike,,mike,0-3in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Poor Taper",,Fungus,"Mechanical Damage",Rust,-75.523345638137,40.137309649831,image.jpg_pg_610179bcdd763.jpg,,,,,,,,,,
1941,"536 West High Street",,Serviceberry,,"Amelanchier  species",Good,,Alive,"Clearance Prune, Structure Prune",,"Fungicide, Mulch, Root Collar Excavate, Root zone improvement",,10894,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,1892,,,,,,538,"West High Street",Phoenixville,AM,,Amelanchier,"Multi Family",Street,,2,,,,,,,mike,,mike,0-3in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Poor Taper",Bagworms,Fungus,"Mechanical Damage","Rust ",-75.522962063486,40.137354833949,image.jpg_pg_610178e66c530.jpg,,,,,,,,,,
1940,"516 West High Street",,Serviceberry,,"Amelanchier  species",Good,,Alive,"Clearance Prune, Structure Prune",,"Fungicide, Mulch, Root Collar Excavate, Root zone improvement","Remove foreign object",10893,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,1891,,,,,,516,"West High Street",Phoenixville,AM,,Amelanchier,"Multi Family",Street,,2,,,,,,,mike,,mike,0-3in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Poor Taper",,Fungus,,Rust,-75.522482326222,40.137415851528,image.jpg_pg_6101773d8ed1d.jpg,,,,,,,,,,
1939,"504 West High Street",,Serviceberry,,"Amelanchier  species",Good,,Alive,"Clearance Prune, Structure Prune",,"Fungicide, Mulch, Root Collar Excavate, Root zone improvement",,10892,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,1890,,,,,,504,"West High Street",Phoenixville,AM,,Amelanchier,"Multi Family",Street,,3,,,,,,,mike,,mike,3-6in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Poor Taper",,Fungus,,Rust,-75.52211455362,40.137466145339,image.jpg_pg_6101769d5c141.jpg,,,,,,,,,,
1938,"504 West High Street",,"Paperbark Maple",,"Acer	griseum",Good,,Alive,"Structure Prune",,"Mulch, Root Collar Excavate, Root zone improvement",,10891,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,11889,,,,,,504,"West High Street",Phoenixville,ACGR,,Acer,"Multi Family",Street,,2,,,,,,,mike,,mike,0-3in,7/28/2021,,N/A,7/28/2021,,,,,,Symmetrical,"Co-dominant Limbs, Poor Taper",,,,,-75.522003241946,40.13748049918,image.jpg_pg_610176094567f.jpg,,,,,,,,,,
1937,"519 West High Street",,"Red maple",,"Acer rubrum",Good,,Alive,"Structure Prune",,"Mulch, Root Collar Excavate, Root zone improvement","Remove foreign object",10890,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,1888,,,,,,519,"West High Street",Phoenixville,ACRU,,Acer,"Single Family",Street,,1,,,,,,,mike,,mike,0-3in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Poor Taper",,,"Mechanical Damage, Under Watered",,-75.522500117176,40.137521671114,image.jpg_pg_61017571057d1.jpg,,,,,,,,,,
1936,"515 West High Street",,"River birch",,"Betula nigra",Good,,Alive,"Structure Prune",,"Mulch, Root Collar Excavate, Root zone improvement","Remove foreign object",10889,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,1887,,,,,,515,"West High Street",Phoenixville,BENI,,Betula,"Single Family",Street,,1,,,,,,,mike,,mike,0-3in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Poor Taper",,,"Mechanical Damage, Under Watered",,-75.522750903719,40.137489887624,image.jpg_pg_610174f786083.jpg,,,,,,,,,,
1935,"326 Dayton Street",,Basswood,,"Tilia  species",Good,,Alive,"Crown Clean, Crown Raise, Reduce end weight, Structure Prune",,"Mulch, Root zone improvement",Cable,10888,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,2175,,,,,,326,"Dayton Street",Phoenixville,TI,,Tilia,"Single Family",Street,West,28,,,,,,,mike,,mike,24-30in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Compacted Soil, Crack, Deadwood, Epicormic shoots, Included Bark, Leaning trunk, Over pruned, Weak attachments",,,"Mechanical Damage",,-75.514815204204,40.141874058558,16274853998684785491489173485910.jpg_pg_610174ec082d6.jpg,,,,,,,,,,
1934,"521 West High Street",,"Red maple",,"Acer rubrum",Good,,Alive,"Structure Prune",,"Mulch, Root Collar Excavate, Root zone improvement","Remove foreign object",10887,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,1886,,,,,,521,"West High Street",Phoenixville,ACRU,,Acer,"Single Family",Street,,1,,,,,,,mike,,mike,0-3in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Poor Taper",,,"Mechanical Damage, Under Watered",,-75.522866238707,40.137473483237,image.jpg_pg_610174796a3bd.jpg,,,,,,,,,,
1933,"330 Dayton Street",,Basswood,,"Tilia  species",Good,,Alive,"Crown Clean, Reduce end weight, Structure Prune",,"Mulch, Root zone improvement",,10885,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,2174,,,,,,330,"Dayton Street",Phoenixville,TI,,Tilia,"Single Family",Street,West,26,,,,,,,mike,,mike,24-30in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Compacted Soil, Crack, Deadwood, Epicormic shoots, Included Bark, Leaning trunk, Over pruned, Weak attachments",,,"Mechanical Damage",,-75.514821254379,40.141920720083,16274852481917138074774535255809.jpg_pg_6101745371b6c.jpg,,,,,,,,,,
1932,"521 West High Street",,"River birch",,"Betula nigra",Good,,Alive,"Deadwood, Structure Prune",,"Mulch, Root Collar Excavate, Root zone improvement","Remove foreign object",10884,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,1885,,,,,,521,"West High Street",Phoenixville,BENI,,Betula,"Single Family",Street,,1.5,,,,,,,mike,,mike,0-3in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood, Over Extended, Poor Taper",,,"Mechanical Damage, Under Watered",,-75.522994984739,40.137451952472,image.jpg_pg_610173e854c2b.jpg,,,,,,,,,,
1931,"525 West High Street",,"River birch",,"Betula nigra",Good,,Alive,"Structure Prune",,"Mulch, Root Collar Excavate, Root zone improvement","Remove foreign object",10883,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,1884,,,,,,542,"West High Street",Phoenixville,BENI,,Betula,"Single Family",Street,,1,,,,,,,mike,,mike,0-3in,7/28/2021,,N/A,7/28/2021,,,,,,Symmetrical,"Co-dominant Limbs, Poor Taper",,,"Mechanical Damage, Under Watered",,-75.523130049509,40.137441029914,image.jpg_pg_6101737d969a9.jpg,,,,,,,,,,
1930,"525 West High Street",,"Red maple",,"Acer rubrum",Good,,Alive,"Structure Prune",,"Mulch, Root Collar Excavate, Root zone improvement","Remove foreign object",10882,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,1883,,,,,,548,"West High Street",Phoenixville,ACRU,,Acer,"Single Family",Street,,1,,,,,,,mike,,mike,0-3in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Poor Taper",,,"Mechanical Damage, Under Watered",,-75.523259027837,40.137418933299,image.jpg_pg_610172cdaaa83.jpg,,,,,,,,,,
1929,"533 West High Street",,"River birch",,"Betula nigra",Good,,Alive,"Structure Prune",,"Mulch, Root Collar Excavate, Root zone improvement","Remove foreign object",10881,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,1882,,,,,,552,"West High Street",Phoenixville,BENI,,Betula,"Single Family",Street,,1.5,,,,,,,mike,,mike,0-3in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Poor Taper",,,"Mechanical Damage, Under Watered",,-75.523403867123,40.137405604721,image.jpg_pg_6101723857530.jpg,,,,,,,,,,
1928,"535 West High Street",,"Red maple",,"Acer rubrum",Good,,Alive,"Structure Prune",,"Mulch, Root Collar Excavate, Root zone improvement","Remove foreign object",10880,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,1881,,,,,,564,"West High Street",Phoenixville,ACRU,,Acer,"Industrial/ Large Commercial",Street,,1,,,,,,,mike,,mike,0-3in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Poor Taper",,,"Mechanical Damage, Under Watered",,-75.523688335598,40.137373745925,image.jpg_pg_6101719412faf.jpg,,,,,,,,,,
1927,"238 South Street",,"Callery pear",,"Pyrus calleryana",Fair,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,10879,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,2173,,,,,,238,"South Street",Phoenixville,PYCA,,Pyrus,"Single Family",Street,South,7,,,,,,,mike,,mike,6-12in,7/28/2021,,N/A,7/28/2021,,,,,,Symmetrical,"Broken Limb, Co-dominant Limbs, Compacted Soil, Crack, Deadwood, Epicormic shoots, Included Bark, Over pruned, Poor Taper, Weak attachments",Rust,,"Mechanical Damage, Under Watered",,-75.51602113956,40.140526901847,16274840409112782812741265695943.jpg_pg_61016f97c6d04.jpg,,,,,,,,,,
1926,"238 South Street",,"Callery pear",,"Pyrus calleryana",Fair,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,10877,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,2172,,,,,,238,"South Street",Phoenixville,PYCA,,Pyrus,"Single Family",Street,South,8,,,,,,,mike,,mike,6-12in,7/28/2021,,N/A,7/28/2021,,,,,,Symmetrical,"Broken Limb, Co-dominant Limbs, Compacted Soil, Crack, Deadwood, Epicormic shoots, Included Bark, Over pruned, Poor Taper, Weak attachments",Rust,,"Mechanical Damage, Under Watered",,-75.516133499419,40.14049990747,16274839064939026190446845407088.jpg_pg_61016f0f0972e.jpg,,,,,,,,,,
1925,"422 West High Street",,Basswood,,"Tilia  species",Good,,Alive,"Reduce end weight",,"Mulch, Root zone improvement",,10876,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,1880,,,,,,428,"West High Street",Phoenixville,TI,,Tilia,"Multi Family",Street,,23.5,,,,,,,mike,,mike,18-24in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Cavity, Co-dominant Limbs, Epicormic shoots, Girdling Root, Leaning trunk, Over Extended, Over pruned","Sooty mold",,,,-75.51963178448,40.137786978905,"image.jpg_pg_61016ef2a93f3.jpg,image.jpg_pg_61016f0f0ffd4.jpg",,,,,,,,,,
1924,"212 Pennsylvania 113",,"Callery pear",,"Pyrus calleryana",Fair,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,10875,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,2171,,,,,,212,"Pennsylvania 113",Phoenixville,PYCA,,Pyrus,"Single Family",Street,South,7,,,,,,,mike,,mike,6-12in,7/28/2021,,N/A,7/28/2021,,,,,,Symmetrical,"Broken Limb, Co-dominant Limbs, Compacted Soil, Crack, Deadwood, Epicormic shoots, Included Bark, Over pruned, Poor Taper, Weak attachments",Rust,,"Mechanical Damage, Under Watered","Fall webworm",-75.516211918999,40.140476115045,16274837574362036279736934137158.jpg_pg_61016e7b635da.jpg,,,,,,,,,,
1923,"428 West High Street",,"Crabapple harvest gold",,"Malus 'harvest gold'",Dead,,Dead,,,,"Remove, Replant",10874,,"Borough of Phoenixville",,,,,High,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,1879,,,,,,432,"West High Street",Phoenixville,MAHA,"harvest gold'",Malus,"Multi Family",Street,South,11.5,,,,,,,mike,,mike,6-12in,7/28/2021,,N/A,8/16/2021,,,,,,Asymmetrical,"Cavity, Co-dominant Limbs, Deadwood, Over Extended, Over pruned, Poor Specimen Quality, Poor Taper",,,,,-75.519857090037,40.137756220809,image.jpg_pg_61016e555dcbc.jpg,,,,,,,,,,
1922,"212 Pennsylvania 113",,"Callery pear",,"Pyrus calleryana",Fair,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,10873,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,2170,,,,,,212,"Pennsylvania 113",Phoenixville,PYCA,,Pyrus,"Single Family",Street,South,5,,,,,,,mike,,mike,3-6in,7/28/2021,,N/A,7/28/2021,,,,,,Symmetrical,"Broken Limb, Co-dominant Limbs, Compacted Soil, Crack, Deadwood, Epicormic shoots, Included Bark, Over pruned, Poor Taper, Weak attachments",Rust,,"Mechanical Damage, Under Watered",,-75.516276450117,40.140465298672,16274836404788765518232284312590.jpg_pg_61016e0774986.jpg,,,,,,,,,,
1921,"212 Pennsylvania 113",,"Crabapple harvest gold",,"Malus 'harvest gold'",Good,,Alive,"Crown Clean, Crown Raise, Structure Prune",,"Mulch, Root zone improvement",,10872,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,2169,,,,,,212,"Pennsylvania 113",Phoenixville,MAHA,"harvest gold'",Malus,"Single Family",Street,South,4,,,,,,,mike,,mike,3-6in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Broken Limb, Co-dominant Limbs, Compacted Soil, Crack, Deadwood, Epicormic shoots, Included Bark, Over pruned, Poor Taper, Weak attachments",Rust,,"Mechanical Damage",,-75.516345941415,40.140431944862,16274835215278946126320553520962.jpg_pg_61016d8eca1b8.jpg,,,,,,,,,,
1920,"442 West High Street",,Basswood,,"Tilia  species",Fair,,Alive,"Reduce end weight",,"Mulch, Root zone improvement",,10871,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,1878,,,,,,442,"West High Street",Phoenixville,TI,,Tilia,,,,24,,,,,,,mike,,mike,24-30in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood, Girdling Root, Included Bark, Over Extended, Over pruned","Sooty mold",,,,-75.520446101346,40.137676096735,image.jpg_pg_61016ceec2c4e.jpg,,,,,,,,,,
1919,"238 Airy Street",,"Callery pear",,"Pyrus calleryana",Fair,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,10870,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,2168,,,,,,238,"Airy Street",Phoenixville,PYCA,,Pyrus,"Single Family",Street,South,5,,,,,,,mike,,mike,3-6in,7/28/2021,,N/A,7/28/2021,,,,,,Symmetrical,"Broken Limb, Co-dominant Limbs, Compacted Soil, Crack, Deadwood, Epicormic shoots, Included Bark, Over pruned, Poor Taper, Weak attachments",Rust,Fungus,"Mechanical Damage, Under Watered","Fall webworm ",-75.51670788945,40.14033105658,16274833318054118942184798683956.jpg_pg_61016ccf128fd.jpg,,,,,,,,,,
1918,"238 Airy Street",,"Callery pear",,"Pyrus calleryana",Fair,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,10869,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,2167,,,,,,238,"Airy Street",Phoenixville,PYCA,,Pyrus,"Single Family",Street,South,8,,,,,,,mike,,mike,6-12in,7/28/2021,,N/A,7/28/2021,,,,,,Symmetrical,"Broken Limb, Co-dominant Limbs, Compacted Soil, Crack, Deadwood, Epicormic shoots, Included Bark, Over pruned, Weak attachments",Rust,Fungus,"Mechanical Damage, Under Watered",,-75.516781348891,40.140305898112,16274831806658716975729603251694.jpg_pg_61016c3d8e0a9.jpg,,,,,,,,,,
1917,"442 West High Street",,Basswood,,"Tilia  species",Fair,,Alive,"Reduce end weight",,"Mulch, Root Collar Excavate",,10868,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,1877,,,,,,442,"West High Street",Phoenixville,TI,,Tilia,,,,19,,,,,,,mike,,mike,18-24in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood, Girdling Root, Included Bark, Over Extended, Over pruned","Sooty mold",,,,-75.520588258424,40.137660717664,"image.jpg_pg_61016c3592a5e.jpg,image.jpg_pg_61016c5bce04c.jpg",,,,,,,,,,
1916,"238 Airy Street",,"Callery pear",,"Pyrus calleryana",Fair,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,10867,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,2166,,,,,,238,"Airy Street",Phoenixville,PYCA,,Pyrus,"Single Family",Street,South,8,,,,,,,mike,,mike,6-12in,7/28/2021,,N/A,7/28/2021,,,,,,Symmetrical,"Broken Limb, Co-dominant Limbs, Compacted Soil, Crack, Deadwood, Epicormic shoots, Included Bark, Over pruned, Weak attachments",Rust,Fungus,"Mechanical Damage, Under Watered",,-75.516859768471,40.140297813524,16274830704886327516273597460805.jpg_pg_61016bcf5231e.jpg,,,,,,,,,,
1915,"238 Airy Street",,"Callery pear",,"Pyrus calleryana",Fair,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,10866,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,2165,,,,,,238,"Airy Street",Phoenixville,PYCA,,Pyrus,"Single Family",Street,South,9,,,,,,,mike,,mike,6-12in,7/28/2021,,N/A,7/28/2021,,,,,,Symmetrical,"Broken Limb, Co-dominant Limbs, Compacted Soil, Crack, Deadwood, Epicormic shoots, Included Bark, Over pruned, Weak attachments",Rust,Fungus,"Mechanical Damage, Under Watered",,-75.516937196056,40.140275386921,16274829462641851098899518424630.jpg_pg_61016b54e62e5.jpg,,,,,,,,,,
1914,"444 West High Street",,Honeylocust,,"Gleditsia triacanthos",Good,,Alive,"Crown Raise, Deadwood, Reduce end weight",,"Mulch, Root zone improvement","Remove foreign object",10865,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,1876,,,,,,444,"West High Street",Phoenixville,GLTR,,Gleditsia,"Multi Family",Street,,20,,,,,,,mike,,mike,18-24in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood, Epicormic shoots, Girdling Root, Over Extended",,,,,-75.520733097711,40.137645338589,image.jpg_pg_61016b705ff94.jpg,,,,,,,,,,
1913,"458 West High Street",,Honeylocust,,"Gleditsia triacanthos",Fair,,Alive,"Crown Raise, Crown Restoration, Deadwood",,"Mulch, Root zone improvement","Remove foreign object",10864,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,1875,,,,,,444,"West High Street",Phoenixville,GLTR,,Gleditsia,"Multi Family",Street,,24,,,,,,,mike,,mike,24-30in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood, Girdling Root, Leaning trunk, Over Extended, Over pruned",,,"Mechanical Damage",,-75.52092621676,40.137617656246,"image.jpg_pg_61016aa97217e.jpg,image.jpg_pg_61016aba32e3f.jpg",,,,,,,,,,
1912,"472 West High Street",,Basswood,,"Tilia  species",Fair,,Alive,"Crown Restoration",,"Mulch, Root zone improvement",,10863,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,1874,,,,,,474,"West High Street",Phoenixville,TI,,Tilia,"Multi Family",Street,,20,,,,,,,mike,,mike,18-24in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Cavity, Co-dominant Limbs, Epicormic shoots, Girdling Root, Over pruned, Topped",,,"Mechanical Damage",,-75.52147070519,40.137556139889,image.jpg_pg_610169cc8b1f1.jpg,,,,,,,,,,
1911,"471 West High Street",,,,,,,"Proposed Site - Medium",,,,,10862,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,471,"West High Street",Phoenixville,,,,"Single Family",Street,,,,,,,,,mike,,mike,N/A,7/28/2021,,N/A,7/28/2021,,,,,,,,,,,,-75.521405877819,40.137671198037,image.jpg_pg_6101692780640.jpg,,,,,,,,,,
1910,"463 West High Street",,,,,,,"Proposed Site - Medium",,,,,10861,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,463,"West High Street",Phoenixville,,,,"Single Family",Street,,,,,,,,,mike,,mike,N/A,7/28/2021,,N/A,7/28/2021,,,,,,,,,,,,-75.521273108473,40.137680425478,image.jpg_pg_610169028eed0.jpg,,,,,,,,,,
1909,"463 West High Street",,Basswood,,"Tilia  species",Good,,Alive,"Clearance Prune, Deadwood, Reduce end weight, Structure Prune",,"Mulch, Root zone improvement",Cable,10860,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,1873,,,,,,463,"West High Street",Phoenixville,TI,,Tilia,"Single Family",Street,,21,,,,,,,mike,,mike,18-24in,7/28/2021,,N/A,8/16/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood, Epicormic shoots, Girdling Root, Included Bark, Over Extended, Over pruned",,,,,-75.521121563663,40.137697855087,image.jpg_pg_610168c636ce3.jpg,,,,,,,,,,
1908,"457 West High Street",,Honeylocust,,"Gleditsia triacanthos",Good,,Alive,"Clearance Prune, Deadwood, Reduce end weight, Structure Prune",,"Mulch, Root zone improvement",,10859,,"Borough of Phoenixville",,,,,High,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,1872,,,,,,457,"West High Street",Phoenixville,GLTR,,Gleditsia,"Single Family",Street,,17,,,,,,,mike,,mike,12-18in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood, Girdling Root, Over Extended",,,,,-75.521010251989,40.13771425942,"image.jpg_pg_6101680783541.jpg,image.jpg_pg_61016813dafb2.jpg",,,,,,,,,,
1907,"320 Grant Street",,"Pin oak",,"Quercus palustris",Good,,Alive,"Crown Clean, Deadwood, Reduce end weight, Structure Prune",,"Mulch, Root zone improvement",,10858,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,2164,,,,,,320,"Grant Street",Phoenixville,QUPA,,Quercus,"Single Family",Street,North,34,,,,,,,mike,,mike,>30in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Broken Limb, Co-dominant Limbs, Compacted Soil, Crack, Deadwood, Epicormic shoots, Included Bark, Over Extended, Over pruned",,,"Mechanical Damage",,-75.518374862743,40.14116328616,16274822121412226336127071461502.jpg_pg_610168766345b.jpg,,,,,,,,,,
1906,"449 West High Street",,Serviceberry,,"Amelanchier  species",Good,,Alive,"Clearance Prune, Structure Prune",,"Fungicide, Insecticide, Mulch, Root zone improvement","Remove foreign object",10857,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,18,,,,,,451,"West High Street",Phoenixville,AM,,Amelanchier,"Multi Family",Street,,2.5,,,,,,,mike,,mike,0-3in,7/28/2021,,N/A,7/28/2021,,,,,,Asymmetrical,"Cavity, Co-dominant Limbs, Leaning trunk, Poor Taper",,"Fungus, Lacebugs",,Rust,-75.520648995939,40.137760991613,image.jpg_pg_61016706cc1cd.jpg,,,,,,,,,,
1905,"320 Grant Street",,"Northern red oak",,"Quercus rubra",Good,,Alive,"Crown Clean, Deadwood, Structure Prune",,"Mulch, Root zone improvement",,10856,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,2163,,,,,,320,"Grant Street",Phoenixville,QURU,,Quercus,"Single Family",Street,North,32,,,,,,,mike,,mike,>30in,7/28/2021,,N/A,8/9/2021,,,,,,Symmetrical,"Broken Limb, Co-dominant Limbs, Compacted Soil, Crack, Deadwood, Epicormic shoots, Included Bark, Over pruned",,"Bacterial Leaf Scorch","Mechanical Damage",,-75.518470146892,40.141136762126,16274819024124909303902533487545.jpg_pg_610167480b775.jpg,,,,,,,,,,
